Zp_raw_m,V_raw_V,Zc_nm,F_nN,D_nm
5.071980424e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,312.77870144809754
5.072904625e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,311.85450044809727
5.073828825e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,311.2008120707584
5.074753025e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,310.0061004480973
5.075677226e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,309.0818994480979
5.076601426e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,308.698722684556
5.077525627e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,307.5040100707587
5.078449827e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,306.85032168455575
5.079374027e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,305.38509844809766
5.080298228e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,304.73140907075845
5.081222428e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,303.53669744809736
5.082146629e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,302.88300807075905
5.083070829e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,301.68829644809796
5.083995029e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,300.764096448098
5.08491923e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,299.8398954480977
5.08584343e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,299.4567186845558
5.08676763e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,298.26200707075884
5.087691831e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,297.06729444809747
5.088616031e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,296.4136060707586
5.089540232e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,294.9483818343002
5.090464432e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,294.29469344809723
5.091388632e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,293.37049344809725
5.092312833e-06,-0.04028319385,-0.5707795081254552,-0.11415590162509104,291.90526922050384
5.093237033e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,292.06311568455595
5.094161234e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,290.86840307075863
5.095085434e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,290.21471468455564
5.096009634e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,288.74949144809756
5.096933835e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,288.3663136845554
5.097858035e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,287.1716020707584
5.098782236e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,286.247401070759
5.099706436e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,285.0526894480979
5.100630636e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,283.8579778343009
5.101554837e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,283.4748000707587
5.102479037e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,282.2800884480977
5.103403238e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,281.89691068455545
5.104327438e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,280.1611758343004
5.105251638e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,279.5074874480974
5.106175839e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,278.58328644809797
5.107100039e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,277.9295980707591
5.108024239e-06,-0.04028319385,-0.5707795081254552,-0.11415590162509104,276.1938632205032
5.10894844e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,275.81068544809773
5.10987264e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,275.15699707075885
5.110796841e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,274.2327960707586
5.111721041e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,273.3085960707586
5.112645241e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,271.84337283430057
5.113569442e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,271.1896834480972
5.114493642e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,270.26548344809726
5.115417843e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,269.3412824480978
5.116342043e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,268.6875940707589
5.117266243e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,267.7633940707589
5.118190444e-06,-0.04058836963,-0.8412911219224475,-0.1682582243844895,265.7571466067066
5.119114644e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,265.91499307075867
5.120038845e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,264.4497688343003
5.120963045e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,264.0665920707584
5.121887245e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,262.87188044809733
5.122811446e-06,-0.04028319385,-0.5707795081254552,-0.11415590162509104,261.4066562205039
5.123735646e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,261.29399107075903
5.124659847e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,260.64030168455577
5.125584047e-06,-0.04028319385,-0.5707795081254552,-0.11415590162509104,258.6340552205037
5.126508247e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,258.5213900707588
5.127432448e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,257.32667744809737
5.128356648e-06,-0.04028319385,-0.5707795081254552,-0.11415590162509104,255.86145422050342
5.129280848e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,255.20776583430046
5.130205049e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,254.8245880707591
5.131129249e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,253.62987644809715
5.13205345e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,252.43516383430074
5.13297765e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,251.51096383430078
5.13390185e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,250.85727544809777
5.134826051e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,249.6625628343005
5.135750251e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,249.0088744480975
5.136674452e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,248.0846734480972
5.137598652e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,247.43098507075834
5.138522852e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,246.77729668455538
5.139447053e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,245.04156083430084
5.140371253e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,244.65838407075896
5.141295454e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,243.1931598343006
5.142219654e-06,-0.04058836963,-0.8412911219224475,-0.1682582243844895,241.72793660670663
5.143143854e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,241.8857830707587
5.144068055e-06,-0.04028319385,-0.5707795081254552,-0.11415590162509104,240.15004722050332
5.144992255e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,239.49635883430037
5.145916456e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,238.8426694480979
5.146840656e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,237.91846944809794
5.147764856e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,236.99426944809795
5.148689057e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,236.34058007075876
5.149613257e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,235.4163800707588
5.150537457e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,234.22166844809772
5.151461658e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,233.0269558343004
5.152385858e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,232.37326744809744
5.153310059e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,231.7195780707591
5.154234259e-06,-0.04028319385,-0.5707795081254552,-0.11415590162509104,229.983843220504
5.155158459e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,229.6006664480972
5.15608266e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,228.40595383430076
5.15700686e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,227.7522654480978
5.157931061e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,226.55755283430048
5.158855261e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,225.90386444809752
5.159779461e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,224.97966444809754
5.160703662e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,223.78495183430024
5.161627862e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,222.86075183430026
5.162552063e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,222.20706244809784
5.163476263e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,221.28286244809786
5.164400463e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,220.08815083430088
5.165324664e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,219.43446144809758
5.166248864e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,218.78077307075873
5.167173065e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,218.12708368455543
5.168097265e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,216.66186044809734
5.169021465e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,216.0081720707585
5.169945666e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,215.08397107075905
5.170869866e-06,-0.04028319385,-0.5707795081254552,-0.11415590162509104,213.34823622050396
5.171794066e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,212.96505944809797
5.172718267e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,212.04085844809768
5.173642467e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,211.11665844809772
5.174566668e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,210.19245744809743
5.175490868e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,208.99774583430045
5.176415068e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,208.07354583430046
5.177339269e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,207.14934483430102
5.178263469e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,206.7661680707583
5.17918767e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,205.84196707075887
5.18011187e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,204.64725544809778
5.18103607e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,203.99356707075893
5.181960271e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,202.79885444809753
5.182884471e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,201.60414283430052
5.183808672e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,200.95045344809725
5.184732872e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,199.75574183430027
5.185657072e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,199.1020534480973
5.186581273e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,198.17785244809787
5.187505473e-06,-0.03875731494,0.7817785697236322,0.15635571394472647,198.06518729835295
5.188429674e-06,-0.03906249072,0.5112669559266398,0.10225339118532799,196.8704746845557
5.189353874e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,195.4052514480976
5.190278074e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,194.75156307075875
5.191202275e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,193.55685044809735
5.192126475e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,192.63265044809737
5.193050675e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,191.7084504480974
5.193974876e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,190.78424944809794
5.194899076e-06,-0.04058836963,-0.8412911219224475,-0.1682582243844895,189.048514606707
5.195823277e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,188.66533683430066
5.196747477e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,188.0116484480977
5.197671677e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,186.81693683430072
5.198595878e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,186.16324744809745
5.199520078e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,185.23904744809747
5.200444279e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,184.044334834301
5.201368479e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,183.39064644809721
5.202292679e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,182.1959348343002
5.20321688e-06,-0.03997801807,-0.3002678943284627,-0.06005357886569254,181.27173383430076
5.20414108e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,180.6180454480978
5.205065281e-06,-0.04028319385,-0.5707795081254552,-0.11415590162509104,179.1528212205035
5.205989481e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,179.04015607075866
5.206913681e-06,-0.03967284229,-0.029756280531470305,-0.005951256106294061,177.84544444809757
5.207837882e-06,-0.0393676665,0.24075534212964744,0.04815106842592949,177.19175507075838
5.208762082e-06,-0.03875731494,0.7817785697236322,0.15635571394472647,176.8085782983524
5.209686283e-06,-0.03692626025,2.404848261369712,0.4809696522739424,177.507446989999
5.210610483e-06,-0.03082274462,7.815080563901939,1.5630161127803879,181.99347929253128
5.211534683e-06,-0.2343749909,-172.61616674283277,-34.523233348566556,0.6380319857965999
5.212458884e-06,-0.2352905182,-173.42770154876723,-34.685540309753456,-1.0977038201381777
5.213383084e-06,-0.2362060456,-174.23923644334297,-34.847847288668596,-2.833438714713891
5.214307284e-06,-0.2359008698,-173.96872481181774,-34.79374496236355,-3.4871270831886085
5.215231485e-06,-0.2362060456,-174.23923644334297,-34.847847288668596,-4.681839714714159
5.216155685e-06,-0.2368163972,-174.78025970639348,-34.956051941278695,-6.147062977764617
5.217079886e-06,-0.2362060456,-174.23923644334297,-34.847847288668596,-6.53024071471358
5.218004086e-06,-0.2362060456,-174.23923644334297,-34.847847288668596,-7.454440714713553
5.218928286e-06,-0.2359008698,-173.96872481181774,-34.79374496236355,-8.10812908318827
5.219852487e-06,-0.235595694,-173.6982131802925,-34.739642636058505,-8.761818451663336
5.220776687e-06,-0.2352905182,-173.42770154876723,-34.685540309753456,-9.415506820138054
5.221700888e-06,-0.2343749909,-172.61616674283277,-34.523233348566556,-9.528173014203865
5.222625088e-06,-0.2334594636,-171.80463193689832,-34.36092638737966,-9.640838208269383
5.223549288e-06,-0.2325439362,-170.99309704232257,-34.198619408464516,-9.753503313693615
5.224473489e-06,-0.2316284089,-170.1815622363881,-34.036312447277616,-9.866169507759427
5.225397689e-06,-0.2307128815,-169.37002734181237,-33.874005468362476,-9.978834613183688
5.22632189e-06,-0.2294921784,-168.28798090435262,-33.65759618087053,-9.820989175723396
5.22724609e-06,-0.2273559479,-166.3943995723172,-33.27887991446344,-8.851607843687944
5.22817029e-06,-0.2267455964,-165.85337639790797,-33.170675279581594,-9.234784669278664
5.229094491e-06,-0.2249145417,-164.23030669739776,-32.846061339479554,-8.53591596876876
5.230018691e-06,-0.2236938386,-163.14826025993804,-32.62965205198761,-8.378069531309022
5.230942891e-06,-0.2218627839,-161.52519055942784,-32.30503811188557,-7.679199830798799
5.231867092e-06,-0.2206420807,-160.44314403332686,-32.088628806665376,-7.521354304698098
5.232791292e-06,-0.2182006745,-158.27905115840744,-31.655810231681485,-6.2814614297786475
5.233715493e-06,-0.2169799714,-157.19700472094772,-31.43940094418954,-6.123615992318383
5.234639693e-06,-0.216064444,-156.38546982637197,-31.277093965274396,-6.236281097742617
5.235563893e-06,-0.2148437409,-155.30342338891225,-31.06068467778245,-6.078434660282878
5.236488094e-06,-0.2136230378,-154.22137695145253,-30.84427539029051,-5.920589222823434
5.237412294e-06,-0.2127075104,-153.4098420568768,-30.68196841137536,-6.033254328247693
5.238336495e-06,-0.2117919831,-152.59830725094233,-30.51966145018847,-6.145920522313505
5.239260695e-06,-0.2108764557,-151.7867723563666,-30.35735447127332,-6.258585627737765
5.240184895e-06,-0.2096557526,-150.7047259189069,-30.140945183781376,-6.1007391902779995
5.241109096e-06,-0.209045401,-150.16370265585638,-30.03274053117128,-6.483916927226963
5.242033296e-06,-0.2078246979,-149.0816562183967,-29.81633124367934,-6.326070489767224
5.242957497e-06,-0.2075195221,-148.81114458687142,-29.762228917374287,-6.9797598582422635
5.243881697e-06,-0.2069091706,-148.2701214124622,-29.65402428249244,-7.362936683833009
5.244805897e-06,-0.2056884674,-147.18807488636122,-29.437614977272247,-7.2050901577320134
5.245730098e-06,-0.2056884674,-147.18807488636122,-29.437614977272247,-8.129291157732307
5.246654298e-06,-0.2053832917,-146.91756334347724,-29.38351266869545,-8.782979614848282
5.247578499e-06,-0.2047729401,-146.37654008042674,-29.275308016085347,-9.166157351798093
5.248502699e-06,-0.2044677643,-146.10602844890153,-29.221205689780305,-9.819845720272838
5.249426899e-06,-0.203552237,-145.29449364296704,-29.05889872859341,-9.932510914338327
5.2503511e-06,-0.2026367096,-144.48295874839133,-28.896591749678265,-10.045177019762061
5.2512753e-06,-0.2017211823,-143.67142394245684,-28.73428478849137,-10.157842213827552
5.2521995e-06,-0.2001953034,-142.31886587347188,-28.463773174694374,-9.729484144842557
5.253123701e-06,-0.1995849518,-141.77784261042137,-28.35556852208428,-10.112661881792368
5.254047901e-06,-0.1974487213,-139.88426127838594,-27.976852255677187,-9.14328054975689
5.254972102e-06,-0.1968383698,-139.34323810397672,-27.868647620795343,-9.526458375347955
5.255896302e-06,-0.1947021393,-137.44965677194125,-27.489931354388254,-8.557077043312477
5.256820502e-06,-0.1934814362,-136.36761033448155,-27.27352206689631,-8.399230605852738
5.257744703e-06,-0.1916503815,-134.74454063397133,-26.948908126794265,-7.700361905341963
5.258668903e-06,-0.1907348541,-133.9330057393956,-26.786601147879125,-7.8130270107662225
5.259593104e-06,-0.1885986237,-132.0394244960014,-26.407884899200283,-6.843646767372322
5.260517304e-06,-0.1873779205,-130.95737796990045,-26.19147559398009,-6.685800241271327
5.261441504e-06,-0.1852416901,-129.06379672650624,-25.81275934530125,-5.7164189978771045
5.262365705e-06,-0.1834106354,-127.44072702599603,-25.48814540519921,-5.017550297367176
5.263289905e-06,-0.1821899323,-126.35868058853632,-25.271736117707263,-4.859703859907437
5.264214106e-06,-0.1806640534,-125.00612251955134,-25.00122450391027,-4.431346790921918
5.265138306e-06,-0.1794433502,-123.92407599345037,-24.784815198690076,-4.273500264820922
5.266062506e-06,-0.1779174713,-122.57151792446541,-24.51430358489308,-3.845142195835928
5.266986707e-06,-0.1766967682,-121.48947148700569,-24.29789429740114,-3.6872967583765104
5.267910907e-06,-0.1751708893,-120.13691341802073,-24.02738268360415,-3.258938689391516
5.268835108e-06,-0.1736450104,-118.78435534903578,-23.756871069807154,-2.8305816204068566
5.269759308e-06,-0.1733398346,-118.51384371751053,-23.70276874350211,-3.4842699888815876
5.270683508e-06,-0.1721191315,-117.43179728005082,-23.486359456010163,-3.3264235514218488
5.271607709e-06,-0.1712036041,-116.62026238547507,-23.324052477095016,-3.4390896568464036
5.272531909e-06,-0.169982901,-115.53821594801536,-23.107643189603074,-3.2812432193866647
5.273456109e-06,-0.169982901,-115.53821594801536,-23.107643189603074,-4.205443219386638
5.27438031e-06,-0.1702880768,-115.8087275795406,-23.161745515908123,-5.400155850911328
5.27530451e-06,-0.1693725494,-114.99719268496489,-22.99943853699298,-5.512820956335574
5.276228711e-06,-0.1693725494,-114.99719268496489,-22.99943853699298,-6.437021956335869
5.277152911e-06,-0.1693725494,-114.99719268496489,-22.99943853699298,-7.361221956335842
5.278077111e-06,-0.1687621979,-114.45616951055564,-22.89123390211113,-7.7443987819265745
5.279001312e-06,-0.1681518463,-113.91514624750516,-22.78302924950103,-8.127576518876385
5.279925512e-06,-0.1678466705,-113.64463461597991,-22.728926923195985,-8.781264887351115
5.280849713e-06,-0.1675414947,-113.37412298445467,-22.674824596890936,-9.434954255825321
5.281773913e-06,-0.1666259674,-112.5625881785202,-22.512517635704043,-9.547619449890824
5.282698113e-06,-0.1666259674,-112.5625881785202,-22.512517635704043,-10.471819449890798
5.283622314e-06,-0.1660156158,-112.02156491546971,-22.40431298309394,-10.854997186840595
5.284546514e-06,-0.1647949127,-110.93951847800999,-22.187903695602,-10.697150749380857
5.285470715e-06,-0.1651000885,-111.21003010953524,-22.24200602190705,-11.891863380906393
5.286394915e-06,-0.1632690338,-109.58696040902502,-21.917392081805005,-11.192993680396157
5.287319115e-06,-0.1632690338,-109.58696040902502,-21.917392081805005,-12.117193680396129
5.288243316e-06,-0.1614379791,-107.96389070851482,-21.592778141702965,-11.41832497988538
5.289167516e-06,-0.1596069244,-106.34082100800462,-21.268164201600925,-10.719455279375143
5.290091717e-06,-0.1580810455,-104.98826293901965,-20.99765258780393,-10.291098210390471
5.291015917e-06,-0.1565551666,-103.6357048700347,-20.72714097400694,-9.86274014140549
5.291940117e-06,-0.1547241119,-102.01263516952449,-20.4025270339049,-9.163870440895254
5.292864318e-06,-0.1538085846,-101.20110036359002,-20.240220072718007,-9.27653663496108
5.293788518e-06,-0.1519775299,-99.5780306630798,-19.915606132615963,-8.577666934450843
5.294712718e-06,-0.1495361236,-97.41393769951911,-19.482787539903825,-7.3377739708901215
5.295636919e-06,-0.1483154205,-96.3318912620594,-19.26637825241188,-7.1799285334307035
5.296561119e-06,-0.1464843658,-94.70882156154919,-18.94176431230984,-6.481058832920468
5.29748532e-06,-0.1443481354,-92.81524031815499,-18.563048063631,-5.51167858952572
5.29840952e-06,-0.1422119049,-90.92165898611954,-18.184331797223912,-4.542297257490241
5.29933372e-06,-0.1403808502,-89.29858928560935,-17.85971785712187,-3.843427556980018
5.300257921e-06,-0.1382446197,-87.4050079535739,-17.48100159071478,-2.8740472249448605
5.301182121e-06,-0.1373290924,-86.59347314763943,-17.318694629527887,-2.986712419010364
5.302106322e-06,-0.1358032135,-85.24091507865445,-17.048183015730892,-2.558355350025691
5.303030522e-06,-0.1345825103,-84.15886855255351,-16.831773710510703,-2.400508823924722
5.303954722e-06,-0.1330566314,-82.80631048356855,-16.561262096713712,-1.9721507549397277
5.304878923e-06,-0.1324462799,-82.26528730915929,-16.45305746183186,-2.355328580529921
